congress,chamber,state,district,party,name,ideology
111,House,SC,6,Democrat,"CLYBURN, James Enos",-0.464
111,House,SD,1,Democrat,"HERSETH SANDLIN, Stephanie",-0.184
111,House,TN,5,Democrat,"COOPER, James Hayes Shofner",-0.161
111,House,TN,6,Democrat,"GORDON, Barton Jennings",-0.204
111,House,TN,2,Republican,"DUNCAN, John J., Jr.",0.602
111,House,TN,8,Democrat,"TANNER, John S.",-0.182
111,House,TN,4,Democrat,"DAVIS, Lincoln",-0.205
111,House,TN,7,Republican,"BLACKBURN, Marsha",0.615
111,House,TN,9,Democrat,"COHEN, Stephen",-0.401
111,House,TN,1,Republican,"ROE, David P. (Phil)",0.494
111,House,TN,3,Republican,"WAMP, Zachary Paul",0.428
111,House,TX,14,Republican,"PAUL, Ronald Ernest",0.863
111,House,TX,27,Democrat,"ORTIZ, Solomon P.",-0.272
111,House,TX,6,Republican,"BARTON, Joe Linus",0.528
111,House,TX,21,Republican,"SMITH, Lamar Seeligson",0.425
111,House,TX,7,Republican,"CULBERSON, John",0.504
111,House,TX,5,Republican,"HENSARLING, Jeb",0.703
111,House,TX,19,Republican,"NEUGEBAUER, Randy",0.628
111,House,TX,26,Republican,"BURGESS, Michael C.",0.57
111,House,TX,31,Republican,"CARTER, John R.",0.466
111,House,TX,1,Republican,"GOHMERT, Louie",0.602
111,House,TX,2,Republican,"POE, Ted",0.594
111,House,TX,9,Democrat,"GREEN, Al",-0.437
111,House,TX,10,Republican,"McCAUL, Michael T.",0.45
111,House,TX,11,Republican,"CONAWAY, K. Michael",0.59
111,House,TX,24,Republican,"MARCHANT, Kenny",0.601
111,House,TX,28,Democrat,"CUELLAR, Henry",-0.226
111,House,TX,22,Republican,"OLSON, Pete",0.54
111,House,TX,3,Republican,"JOHNSON, Sam",0.61
111,House,TX,17,Democrat,"EDWARDS, Thomas Chester (Chet)",-0.226
111,House,TX,25,Democrat,"DOGGETT, Lloyd Alton, II",-0.402
111,House,TX,13,Republican,"THORNBERRY, William McClellan (Mac)",0.527
111,House,TX,18,Democrat,"JACKSON LEE, Sheila",-0.459
111,House,TX,32,Republican,"SESSIONS, Pete",0.586
111,House,TX,8,Republican,"BRADY, Kevin Patrick",0.518
111,House,TX,12,Republican,"GRANGER, Kay",0.392
111,House,TX,15,Democrat,"HINOJOSA, Rubén",-0.34
111,House,TX,16,Democrat,"REYES, Silvestre",-0.321
111,House,TX,23,Democrat,"RODRIGUEZ, Ciro D.",-0.349
111,House,TX,20,Democrat,"GONZALEZ, Charles A.",-0.347
111,House,TX,29,Democrat,"GREEN, Raymond Eugene (Gene)",-0.324
111,House,TX,30,Democrat,"JOHNSON, Eddie Bernice",-0.486
111,House,TX,4,Republican,"HALL, Ralph Moody",0.424
111,House,UT,2,Democrat,"MATHESON, James David (Jim)",-0.115
111,House,UT,1,Republican,"BISHOP, Robert (Rob)",0.531
111,House,UT,3,Republican,"CHAFFETZ, Jason",0.647
111,House,VT,1,Democrat,"WELCH, Peter",-0.408
111,House,VA,10,Republican,"WOLF, Frank Rudolph",0.284
111,House,VA,9,Democrat,"BOUCHER, Frederick C.",-0.265
111,House,VA,4,Republican,"FORBES, J. Randy",0.407
111,House,VA,7,Republican,"CANTOR, Eric",0.518
111,House,VA,1,Republican,"WITTMAN, Robert J.",0.426
111,House,VA,2,Democrat,"NYE, Glenn C., III",-0.03
111,House,VA,5,Democrat,"PERRIELLO, Tom",-0.122
111,House,VA,11,Democrat,"CONNOLLY, Gerald E. (Gerry)",-0.308
111,House,VA,8,Democrat,"MORAN, James P.",-0.302
111,House,VA,3,Democrat,"SCOTT, Robert C.",-0.451
111,House,VA,6,Republican,"GOODLATTE, Robert William",0.496
111,House,WA,6,Democrat,"DICKS, Norman DeValois",-0.312
111,House,WA,7,Democrat,"McDERMOTT, James A.",-0.666
111,House,WA,2,Democrat,"LARSEN, Richard Ray (Rick)",-0.364
111,House,WA,5,Republican,"McMORRIS RODGERS, Cathy",0.43
111,House,WA,8,Republican,"REICHERT, David G.",0.224
111,House,WA,4,Republican,"HASTINGS, Richard Norman (Doc)",0.416
111,House,WA,9,Democrat,"SMITH, Adam",-0.283
111,House,WA,1,Democrat,"INSLEE, Jay Robert",-0.33
111,House,WA,3,Democrat,"BAIRD, Brian",-0.342
111,House,WV,3,Democrat,"RAHALL, Nick Joe, II",-0.306
111,House,WV,1,Democrat,"MOLLOHAN, Alan Bowlby",-0.292
111,House,WV,2,Republican,"CAPITO, Shelley Moore",0.26
111,House,WI,7,Democrat,"OBEY, David Ross",-0.45
111,House,WI,5,Republican,"SENSENBRENNER, Frank James, Jr.",0.647
111,House,WI,6,Republican,"PETRI, Thomas Evert",0.379
111,House,WI,4,Democrat,"MOORE, Gwendolynne S. (Gwen)",-0.531
111,House,WI,8,Democrat,"KAGEN, Steven",-0.317
111,House,WI,3,Democrat,"KIND, Ron",-0.263
111,House,WI,1,Republican,"RYAN, Paul D.",0.556
111,House,WI,2,Democrat,"BALDWIN, Tammy",-0.524
111,House,WY,1,Republican,"LUMMIS, Cynthia M.",0.675
112,House,AL,1,Republican,"BONNER, Jr., Josiah Robins (Jo)",0.367
112,House,AL,3,Republican,"ROGERS, Mike Dennis",0.338
112,House,AL,7,Democrat,"SEWELL, Terri",-0.39
112,House,AL,2,Republican,"ROBY, Martha",0.367
112,House,AL,5,Republican,"BROOKS, Mo",0.6
112,House,AL,6,Republican,"BACHUS, Spencer T., III",0.387
112,House,AL,4,Republican,"ADERHOLT, Robert",0.361
112,House,AK,1,Republican,"YOUNG, Donald Edwin",0.279
112,House,AZ,6,Republican,"FLAKE, Jeff",0.855
112,House,AZ,2,Republican,"FRANKS, Trent",0.749
112,House,AZ,7,Democrat,"GRIJALVA, Raúl M.",-0.6
112,House,AZ,8,Democrat,"GIFFORDS, Gabrielle",-0.11
112,House,AZ,1,Republican,"GOSAR, Paul",0.619
112,House,AZ,3,Republican,"QUAYLE, Ben",0.712
112,House,AZ,5,Republican,"SCHWEIKERT, David",0.634
112,House,AZ,8,Democrat,"BARBER, Ron",-0.123
112,House,AZ,4,Democrat,"PASTOR, Ed",-0.421
112,House,AR,4,Democrat,"ROSS, Michael Avery",-0.201
112,House,AR,1,Republican,"CRAWFORD, Rick",0.381
112,House,AR,2,Republican,"GRIFFIN, Tim",0.41
112,House,AR,3,Republican,"WOMACK, Steve",0.347
112,House,CA,13,Democrat,"STARK, Fortney Hillman (Pete), Jr.",-0.631
112,House,CA,7,Democrat,"MILLER, George",-0.552
112,House,CA,30,Democrat,"WAXMAN, Henry Arnold",-0.473
112,House,CA,41,Republican,"LEWIS, Charles Jeremy (Jerry)",0.348
112,House,CA,3,Republican,"LUNGREN, Daniel Edward",0.497
112,House,CA,26,Republican,"DREIER, David Timothy",0.478
112,House,CA,28,Democrat,"BERMAN, Howard Lawrence",-0.404
112,House,CA,24,Republican,"GALLEGLY, Elton W.",0.402
112,House,CA,2,Republican,"HERGER, Walter William (Wally)",0.551
112,House,CA,8,Democrat,"PELOSI, Nancy",-0.49
112,House,CA,46,Republican,"ROHRABACHER, Dana",0.627
112,House,CA,15,Democrat,"HONDA, Mike",-0.529
112,House,CA,29,Democrat,"SCHIFF, Adam",-0.348
112,House,CA,49,Republican,"ISSA, Darrell",0.506
112,House,CA,53,Democrat,"DAVIS, Susan A.",-0.343
112,House,CA,18,Democrat,"CARDOZA, Dennis A.",-0.262
112,House,CA,21,Republican,"NUNES, Devin",0.448
112,House,CA,39,Democrat,"SÁNCHEZ, Linda T.",-0.508
112,House,CA,20,Democrat,"COSTA, Jim",-0.188
112,House,CA,5,Democrat,"MATSUI, Doris",-0.435
112,House,CA,48,Republican,"CAMPBELL, John (of California)",0.748
112,House,CA,11,Democrat,"McNERNEY, Jerry",-0.26
112,House,CA,22,Republican,"MCCARTHY, Kevin",0.462
112,House,CA,37,Democrat,"RICHARDSON, Laura",-0.339
112,House,CA,12,Democrat,"SPEIER, Karen Lorraine Jacqueline (Jackie)",-0.384
112,House,CA,4,Republican,"McCLINTOCK, Tom",0.75
112,House,CA,32,Democrat,"CHU, Judy",-0.49
112,House,CA,10,Democrat,"GARAMENDI, John",-0.311
112,House,CA,52,Republican,"HUNTER, Duncan Duane",0.513
112,House,CA,19,Republican,"DENHAM, Jeff",0.306
112,House,CA,33,Democrat,"BASS, Karen",-0.586
112,House,CA,36,Democrat,"HAHN, Janice",-0.39
112,House,CA,35,Democrat,"WATERS, Maxine",-0.655
112,House,CA,6,Democrat,"WOOLSEY, Lynn C.",-0.556
112,House,CA,14,Democrat,"ESHOO, Anna Georges",-0.382
112,House,CA,17,Democrat,"FARR, Sam",-0.455
112,House,CA,25,Republican,"McKEON, Howard P. (Buck)",0.396
112,House,CA,31,Democrat,"BECERRA, Xavier",-0.512
112,House,CA,34,Democrat,"ROYBAL-ALLARD, Lucille",-0.47
112,House,CA,36,Democrat,"HARMAN, Jane L.",-0.262
112,House,CA,40,Republican,"ROYCE, Edward Randall",0.659
112,House,CA,44,Republican,"CALVERT, Ken",0.349
112,House,CA,51,Democrat,"FILNER, Bob",-0.652
112,House,CA,16,Democrat,"LOFGREN, Zoe",-0.402
112,House,CA,50,Republican,"BILBRAY, Brian P.",0.392
112,House,CA,27,Democrat,"SHERMAN, Brad",-0.341
112,House,CA,47,Democrat,"SANCHEZ, Loretta",-0.367
112,House,CA,23,Democrat,"CAPPS, Lois",-0.389
112,House,CA,45,Republican,"BONO, Mary",0.353
112,House,CA,9,Democrat,"LEE, Barbara",-0.687
112,House,CA,1,Democrat,"THOMPSON, Michael",-0.396
112,House,CA,38,Democrat,"NAPOLITANO, Grace Flores",-0.448
112,House,CA,42,Republican,"MILLER, Gary G.",0.478
112,House,CA,43,Democrat,"BACA, Joe",-0.349
112,House,CO,5,Republican,"LAMBORN, Doug",0.69
112,House,CO,7,Democrat,"PERLMUTTER, Ed",-0.281
112,House,CO,2,Democrat,"POLIS, Jared",-0.28
112,House,CO,6,Republican,"COFFMAN, Mike",0.493
112,House,CO,3,Republican,"TIPTON, Scott",0.454
112,House,CO,4,Republican,"GARDNER, Cory",0.454
112,House,CO,1,Democrat,"DeGETTE, Diana",-0.432
112,House,CT,2,Democrat,"COURTNEY, Joe",-0.344
112,House,CT,5,Democrat,"MURPHY, Christopher",-0.307
112,House,CT,4,Democrat,"HIMES, James A.",-0.241
112,House,CT,3,Democrat,"DeLAURO, Rosa L.",-0.416
112,House,CT,1,Democrat,"LARSON, John B.",-0.399
112,House,DE,1,Democrat,"CARNEY, John C., Jr.",-0.256
112,House,FL,10,Republican,"YOUNG, Charles William (Bill)",0.325
112,House,FL,6,Republican,"STEARNS, Clifford Bundy",0.554
112,House,FL,18,Republican,"ROS-LEHTINEN, Ileana",0.244
112,House,FL,1,Republican,"MILLER, Jefferson B. (Jeff)",0.633
112,House,FL,4,Republican,"CRENSHAW, Ander",0.333
112,House,FL,21,Republican,"DIAZ-BALART, Mario",0.276
112,House,FL,14,Republican,"MACK, Connie, IV",0.601
112,House,FL,20,Democrat,"WASSERMAN SCHULTZ, Debbie",-0.423
112,House,FL,11,Democrat,"CASTOR, Kathy",-0.44
112,House,FL,13,Republican,"BUCHANAN, Vernon G.",0.359
112,House,FL,9,Republican,"BILIRAKIS, Gus",0.404
112,House,FL,15,Republican,"POSEY, Bill",0.513
112,House,FL,16,Republican,"ROONEY, Thomas J.",0.458
112,House,FL,19,Democrat,"DEUTCH, Theodore E. (Ted)",-0.401
112,House,FL,2,Republican,"SOUTHERLAND, Steve",0.56
112,House,FL,5,Republican,"NUGENT, Richard",0.483
112,House,FL,8,Republican,"WEBSTER, Daniel A.",0.484
112,House,FL,12,Republican,"ROSS, Dennis",0.53
112,House,FL,17,Democrat,"WILSON, Frederica",-0.474
112,House,FL,22,Republican,"WEST, Allen",0.451
112,House,FL,24,Republican,"ADAMS, Sandra (Sandy)",0.577
112,House,FL,25,Republican,"RIVERA, David",0.257
112,House,FL,3,Democrat,"BROWN, Corrine",-0.429
112,House,FL,7,Republican,"MICA, John L.",0.453
112,House,FL,23,Democrat,"HASTINGS, Alcee Lamar",-0.564
112,House,GA,5,Democrat,"LEWIS, John R.",-0.59
112,House,GA,11,Republican,"GINGREY, Phil",0.561
112,House,GA,13,Democrat,"SCOTT, David",-0.301
112,House,GA,6,Republican,"PRICE, Tom",0.644
112,House,GA,3,Republican,"WESTMORELAND, Lynn A.",0.672
112,House,GA,12,Democrat,"BARROW, John",-0.119
112,House,GA,4,Democrat,"JOHNSON, Hank",-0.47
112,House,GA,10,Republican,"BROUN, Paul C., Jr.",0.913
112,House,GA,9,Republican,"GRAVES, Tom",0.749
112,House,GA,7,Republican,"WOODALL, Rob",0.649
112,House,GA,8,Republican,"SCOTT, Austin",0.572
112,House,GA,1,Republican,"KINGSTON, Jack",0.54
112,House,GA,2,Democrat,"BISHOP, Sanford Dixon, Jr.",-0.282
112,House,HI,2,Democrat,"HIRONO, Mazie",-0.487
112,House,HI,1,Democrat,"HANABUSA, Colleen",-0.369
112,House,ID,1,Republican,"LABRADOR, Raúl R.",0.734
112,House,ID,2,Republican,"SIMPSON, Michael K.",0.293
112,House,IL,12,Democrat,"COSTELLO, Jerry Francis",-0.317
112,House,IL,15,Republican,"JOHNSON, Timothy V.",0.264
112,House,IL,3,Democrat,"LIPINSKI, Daniel",-0.233
112,House,IL,6,Republican,"ROSKAM, Peter",0.429
112,House,IL,18,Republican,"SCHOCK, Aaron",0.311
112,House,IL,5,Democrat,"QUIGLEY, Mike",-0.32
112,House,IL,8,Republican,"WALSH, Joe",0.708
112,House,IL,10,Republican,"DOLD, Robert",0.2
112,House,IL,11,Republican,"KINZINGER, Adam",0.27
112,House,IL,14,Republican,"HULTGREN, Randy",0.49
112,House,IL,17,Republican,"SCHILLING, Bobby",0.364
112,House,IL,1,Democrat,"RUSH, Bobby L.",-0.478
112,House,IL,4,Democrat,"GUTIÉRREZ, Luis V.",-0.487
112,House,IL,16,Republican,"MANZULLO, Donald A.",0.51
112,House,IL,2,Democrat,"JACKSON, Jesse L., Jr.",-0.538
112,House,IL,7,Democrat,"DAVIS, Danny K.",-0.486
112,House,IL,19,Republican,"SHIMKUS, John M.",0.371
112,House,IL,9,Democrat,"SCHAKOWSKY, Janice D.",-0.607
112,House,IL,13,Republican,"BIGGERT, Judy Borg",0.323
112,House,IN,5,Republican,"BURTON, Danny Lee",0.585
112,House,IN,1,Democrat,"VISCLOSKY, Peter",-0.402
112,House,IN,6,Republican,"PENCE, Mike",0.655
112,House,IN,2,Democrat,"DONNELLY, Joe",-0.119
112,House,IN,7,Democrat,"CARSON, André",-0.428
112,House,IN,3,Republican,"STUTZMAN, Marlin",0.742
112,House,IN,4,Republican,"ROKITA, Todd",0.6
112,House,IN,8,Republican,"BUCSHON, Larry",0.39
112,House,IN,9,Republican,"YOUNG, Todd",0.484
112,House,IA,5,Republican,"KING, Steve",0.616
112,House,IA,1,Democrat,"BRALEY, Bruce",-0.31
112,House,IA,2,Democrat,"LOEBSACK, Dave",-0.276
112,House,IA,4,Republican,"LATHAM, Thomas",0.302
112,House,IA,3,Democrat,"BOSWELL, Leonard L.",-0.238
112,House,KS,2,Republican,"JENKINS, Lynn",0.524
112,House,KS,1,Republican,"HUELSKAMP, Tim",0.744
112,House,KS,3,Republican,"YODER, Kevin",0.56
112,House,KS,4,Republican,"POMPEO, Mike",0.66
112,House,KY,5,Republican,"ROGERS, Harold Dallas (Hal)",0.333
112,House,KY,6,Democrat,"CHANDLER, A. B. (Ben)",-0.232
112,House,KY,4,Republican,"DAVIS, Geoffrey C. (Geoff)",0.398
112,House,KY,3,Democrat,"YARMUTH, John",-0.378
112,House,KY,2,Republican,"GUTHRIE, Brett",0.413
112,House,KY,1,Republican,"WHITFIELD, Wayne Edward (Ed)",0.303
112,House,KY,4,Republican,"MASSIE, Thomas",0.658
112,House,LA,7,Republican,"BOUSTANY, Charles W.",0.392
112,House,LA,1,Republican,"SCALISE, Steve",0.561
112,House,LA,4,Republican,"FLEMING, John",0.59
112,House,LA,6,Republican,"CASSIDY, Bill",0.453
112,House,LA,2,Democrat,"RICHMOND, Cedric",-0.477
112,House,LA,3,Republican,"LANDRY, Jeff",0.614
112,House,LA,5,Republican,"ALEXANDER, Rodney",0.331
112,House,ME,2,Democrat,"MICHAUD, Michael H.",-0.283
112,House,ME,1,Democrat,"PINGREE, Chellie",-0.42
112,House,MD,5,Democrat,"HOYER, Steny Hamilton",-0.38
112,House,MD,2,Democrat,"RUPPERSBERGER, C. A. (Dutch)",-0.295
112,House,MD,8,Democrat,"VAN HOLLEN, Christopher",-0.392
112,House,MD,3,Democrat,"SARBANES, John",-0.469
112,House,MD,4,Democrat,"EDWARDS, Donna F.",-0.562
112,House,MD,1,Republican,"HARRIS, Andy",0.605
112,House,MD,6,Republican,"BARTLETT, Roscoe Gardner",0.493
112,House,MD,7,Democrat,"CUMMINGS, Elijah Eugene",-0.438
112,House,MA,7,Democrat,"MARKEY, Edward John",-0.504
112,House,MA,4,Democrat,"FRANK, Barney",-0.499
112,House,MA,2,Democrat,"NEAL, Richard Edmund",-0.417
112,House,MA,9,Democrat,"LYNCH, Stephen F.",-0.351
112,House,MA,5,Democrat,"TSONGAS, Nicola S. (Niki)",-0.396
112,House,MA,10,Democrat,"KEATING, William R.",-0.329
112,House,MA,1,Democrat,"OLVER, John Walter",-0.577
112,House,MA,3,Democrat,"McGOVERN, James P.",-0.539
112,House,MA,6,Democrat,"TIERNEY, John F.",-0.488
112,House,MA,8,Democrat,"CAPUANO, Michael Everett",-0.58
112,House,MI,15,Democrat,"DINGELL, John David, Jr.",-0.448
112,House,MI,14,Democrat,"CONYERS, John, Jr.",-0.658
112,House,MI,5,Democrat,"KILDEE, Dale Edward",-0.385
112,House,MI,12,Democrat,"LEVIN, Sander Martin",-0.378
112,House,MI,6,Republican,"UPTON, Frederick Stephen",0.339
112,House,MI,8,Republican,"ROGERS, Mike",0.4
112,House,MI,10,Republican,"MILLER, Candice S.",0.343
112,House,MI,11,Republican,"McCOTTER, Thaddeus George",0.335
112,House,MI,7,Republican,"WALBERG, Tim",0.528
112,House,MI,9,Democrat,"PETERS, Gary C.",-0.236
112,House,MI,1,Republican,"BENISHEK, Dan",0.491
112,House,MI,2,Republican,"HUIZENGA, Bill",0.634
112,House,MI,3,Republican,"AMASH, Justin",0.647
112,House,MI,13,Democrat,"CLARKE, Hansen",-0.478
112,House,MI,4,Republican,"CAMP, David Lee",0.385
112,House,MI,11,Democrat,"CURSON, David Alan",-0.409
112,House,MN,4,Democrat,"McCOLLUM, Betty",-0.418
112,House,MN,2,Republican,"KLINE, John",0.49
112,House,MN,1,Democrat,"WALZ, Tim",-0.275
112,House,MN,5,Democrat,"ELLISON, Keith",-0.541
112,House,MN,6,Republican,"BACHMANN, Michele",0.584
112,House,MN,3,Republican,"PAULSEN, Erik",0.403
112,House,MN,8,Republican,"CRAVAACK, Chip",0.366
112,House,MN,7,Democrat,"PETERSON, Collin Clark",-0.148
112,House,MS,3,Republican,"HARPER, Gregg",0.384
112,House,MS,1,Republican,"NUNNELEE, Alan",0.488
112,House,MS,4,Republican,"PALAZZO, Steven",0.492
112,House,MS,2,Democrat,"THOMPSON, Bennie",-0.515
112,House,MO,2,Republican,"AKIN, W. Todd",0.612
112,House,MO,6,Republican,"GRAVES, Samuel",0.432
112,House,MO,1,Democrat,"CLAY, William Lacy, Jr.",-0.48
112,House,MO,3,Democrat,"CARNAHAN, Russ",-0.347
112,House,MO,5,Democrat,"CLEAVER, Emanuel, II",-0.454
112,House,MO,9,Republican,"LUETKEMEYER, Blaine",0.446
112,House,MO,4,Republican,"HARTZLER, Vicky",0.496
112,House,MO,7,Republican,"LONG, Billy",0.553
112,House,MO,8,Republican,"EMERSON, Jo Ann",0.269
112,House,MT,1,Republican,"REHBERG, Denny",0.337
112,House,NE,1,Republican,"FORTENBERRY, Jeff",0.299
112,House,NE,3,Republican,"SMITH, Adrian",0.509
112,House,NE,2,Republican,"TERRY, Lee Raymond",0.426
112,House,NV,2,Republican,"HELLER, Dean",0.463
112,House,NV,3,Republican,"HECK, Joe",0.324
112,House,NV,2,Republican,"AMODEI, Mark E.",0.375
112,House,NV,1,Democrat,"BERKLEY, Shelley",-0.302
112,House,NH,1,Republican,"GUINTA, Frank",0.433
112,House,NH,2,Republican,"BASS, Charles Foster",0.331
112,House,NJ,4,Republican,"SMITH, Christopher Henry",0.161
112,House,NJ,6,Democrat,"PALLONE, Frank, Jr.",-0.403
112,House,NJ,10,Democrat,"PAYNE, Donald Milford",-0.592
112,House,NJ,5,Republican,"GARRETT, Scott",0.688
112,House,NJ,13,Democrat,"SIRES, Albio",-0.404
112,House,NJ,7,Republican,"LANCE, Leonard",0.329
112,House,NJ,3,Republican,"RUNYAN, Jon",0.222
112,House,NJ,1,Democrat,"ANDREWS, Robert Ernest",-0.297
112,House,NJ,2,Republican,"LoBIONDO, Frank A.",0.211
112,House,NJ,11,Republican,"FRELINGHUYSEN, Rodney P.",0.291
112,House,NJ,8,Democrat,"PASCRELL, William J., Jr.",-0.366
112,House,NJ,9,Democrat,"ROTHMAN, Steven",-0.352
112,House,NJ,12,Democrat,"HOLT, Rush",-0.463
112,House,NJ,10,Democrat,"PAYNE, Donald, Jr.",-0.519
112,House,NM,2,Republican,"PEARCE, Stevan",0.47
112,House,NM,1,Democrat,"HEINRICH, Martin",-0.301
112,House,NM,3,Democrat,"LUJÁN, Ben Ray",-0.368
112,House,NY,15,Democrat,"RANGEL, Charles B.",-0.514
112,House,NY,5,Democrat,"ACKERMAN, Gary Leonard",-0.429
112,House,NY,10,Democrat,"TOWNS, Edolphus",-0.519
112,House,NY,28,Democrat,"SLAUGHTER, Louise McIntosh",-0.465
112,House,NY,17,Democrat,"ENGEL, Eliot Lance",-0.407
112,House,NY,18,Democrat,"LOWEY, Nita M.",-0.389
112,House,NY,2,Democrat,"ISRAEL, Steve",-0.334
112,House,NY,1,Democrat,"BISHOP, Timothy H.",-0.338
112,House,NY,27,Democrat,"HIGGINS, Brian",-0.346
112,House,NY,11,Democrat,"CLARKE, Yvette Diane",-0.617
112,House,NY,21,Democrat,"TONKO, Paul",-0.423
112,House,NY,26,Republican,"LEE, Christopher John",0.313
112,House,NY,23,Democrat,"OWENS, William",-0.182
112,House,NY,29,Republican,"REED, Thomas W. II",0.294
112,House,NY,13,Republican,"GRIMM, Michael G.",0.219
112,House,NY,19,Republican,"HAYWORTH, Nan",0.282
112,House,NY,20,Republican,"GIBSON, Christopher",0.203
112,House,NY,24,Republican,"HANNA, Richard",0.215
112,House,NY,25,Republican,"BUERKLE, Ann Marie",0.579
112,House,NY,26,Democrat,"HOCHUL, Kathleen C.",-0.239
112,House,NY,9,Republican,"TURNER, Robert L.",0.281
112,House,NY,16,Democrat,"SERRANO, José E.",-0.491
112,House,NY,3,Republican,"KING, Peter T.",0.26
112,House,NY,8,Democrat,"NADLER, Jerrold Lewis",-0.509
112,House,NY,12,Democrat,"VELÁZQUEZ, Nydia M.",-0.547
112,House,NY,14,Democrat,"MALONEY, Carolyn Bosher",-0.387
112,House,NY,22,Democrat,"HINCHEY, Maurice Dunlea",-0.575
112,House,NY,4,Democrat,"McCARTHY, Carolyn",-0.294
112,House,NY,6,Democrat,"MEEKS, Gregory W.",-0.412
112,House,NY,7,Democrat,"CROWLEY, Joseph",-0.411
112,House,NY,9,Democrat,"WEINER, Anthony D.",-0.408
112,House,NC,6,Republican,"COBLE, Howard",0.52
112,House,NC,4,Democrat,"PRICE, David Eugene",-0.342
112,House,NC,1,Democrat,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",-0.403
112,House,NC,13,Democrat,"MILLER, Brad",-0.376
112,House,NC,5,Republican,"FOXX, Virginia Ann",0.641
112,House,NC,10,Republican,"McHENRY, Patrick T.",0.578
112,House,NC,11,Democrat,"SHULER, Heath",-0.07
112,House,NC,8,Democrat,"KISSELL, Larry",-0.182
112,House,NC,2,Republican,"ELLMERS, Renee",0.406
112,House,NC,12,Democrat,"WATT, Melvin L.",-0.526
112,House,NC,3,Republican,"JONES, Walter Beaman, Jr.",0.243
112,House,NC,9,Republican,"MYRICK, Sue",0.56
112,House,NC,7,Democrat,"McINTYRE, Mike",-0.148
112,House,ND,1,Republican,"BERG, Rick",0.328
112,House,OH,9,Democrat,"KAPTUR, Marcia Carolyn (Marcy)",-0.35
112,House,OH,12,Republican,"TIBERI, Patrick (Pat)",0.386
112,House,OH,3,Republican,"TURNER, Michael R.",0.266
112,House,OH,17,Democrat,"RYAN, Timothy J.",-0.405
112,House,OH,2,Republican,"SCHMIDT, Jean",0.467
112,House,OH,4,Republican,"JORDAN, Jim",0.708
112,House,OH,13,Democrat,"SUTTON, Betty",-0.44
112,House,OH,5,Republican,"LATTA, Robert E.",0.52
112,House,OH,7,Republican,"AUSTRIA, Steve",0.367
112,House,OH,11,Democrat,"FUDGE, Marcia L.",-0.583
112,House,OH,6,Republican,"JOHNSON, Bill",0.428
112,House,OH,15,Republican,"STIVERS, Steve",0.299
112,House,OH,16,Republican,"RENACCI, Jim",0.386
112,House,OH,18,Republican,"GIBBS, Bob",0.461
112,House,OH,8,Republican,"BOEHNER, John Andrew",0.513
112,House,OH,1,Republican,"CHABOT, Steve",0.585
112,House,OH,14,Republican,"LaTOURETTE, Steven C.",0.211
112,House,OH,10,Democrat,"KUCINICH, Dennis",-0.582
112,House,OK,1,Republican,"SULLIVAN, John",0.513
112,House,OK,4,Republican,"COLE, Tom",0.335
112,House,OK,2,Democrat,"BOREN, Daniel David",-0.112
112,House,OK,5,Republican,"LANKFORD, James",0.575
112,House,OK,3,Republican,"LUCAS, Frank D.",0.363
112,House,OR,4,Democrat,"DeFAZIO, Peter Anthony",-0.429
112,House,OR,5,Democrat,"SCHRADER, Kurt",-0.192
112,House,OR,1,Democrat,"BONAMICI, Suzanne",-0.393
112,House,OR,3,Democrat,"BLUMENAUER, Earl",-0.428
112,House,OR,1,Democrat,"WU, David",-0.37
112,House,OR,2,Republican,"WALDEN, Greg",0.339
112,House,PA,9,Republican,"SHUSTER, William (Bill)",0.374
112,House,PA,19,Republican,"PLATTS, Todd",0.252
112,House,PA,6,Republican,"GERLACH, Jim",0.221
112,House,PA,18,Republican,"MURPHY, Timothy",0.258
112,House,PA,8,Republican,"FITZPATRICK, Michael G.",0.202
112,House,PA,13,Democrat,"SCHWARTZ, Allyson Y.",-0.343
112,House,PA,15,Republican,"DENT, Charles W.",0.244
112,House,PA,4,Democrat,"ALTMIRE, Jason",-0.133
112,House,PA,5,Republican,"THOMPSON, Glenn",0.308
112,House,PA,12,Democrat,"CRITZ, Mark S.",-0.326
112,House,PA,3,Republican,"KELLY, Mike",0.318
112,House,PA,7,Republican,"MEEHAN, Patrick",0.22
112,House,PA,10,Republican,"MARINO, Thomas A.",0.352
112,House,PA,11,Republican,"BARLETTA, Lou",0.278
112,House,PA,17,Democrat,"HOLDEN, Thomas Timothy (Tim)",-0.233
112,House,PA,2,Democrat,"FATTAH, Chaka",-0.472
112,House,PA,14,Democrat,"DOYLE, Michael F.",-0.33
112,House,PA,16,Republican,"PITTS, Joseph R.",0.538
112,House,PA,1,Democrat,"BRADY, Robert A.",-0.484
112,House,RI,2,Democrat,"LANGEVIN, James",-0.377
112,House,RI,1,Democrat,"CICILLINE, David N.",-0.39
112,House,SC,2,Republican,"WILSON, Addison Graves (Joe)",0.545
112,House,SC,1,Republican,"SCOTT, Tim",0.653
112,House,SC,3,Republican,"DUNCAN, Jeff",0.739
112,House,SC,4,Republican,"GOWDY, Trey",0.656
112,House,SC,5,Republican,"MULVANEY, Mick",0.75
112,House,SC,6,Democrat,"CLYBURN, James Enos",-0.464
112,House,SD,1,Republican,"NOEM, Kristi",0.398
